rel=cannonical	title
http://www.oac.cdlib.org/findaid/ark:/13030/c88p6200	"Washburn (Frank Layton) (1867-1950) Collection, ca.1900-1935"
http://www.oac.cdlib.org/findaid/ark:/13030/kt8t1nd16b	Washburn (Henry) photographs and scrapbooks
http://www.oac.cdlib.org/findaid/ark:/13030/kt1t1nc2zk	Washburn (J.) Civil War Letter
http://www.oac.cdlib.org/findaid/ark:/13030/tf9199p0mk	Washburn (S. L.) Papers
http://www.oac.cdlib.org/findaid/ark:/13030/c8668dz0	Washington Apple Pi collection
http://www.oac.cdlib.org/findaid/ark:/13030/c8z89d0b	Washington (George) Bicentennial Collection
http://www.oac.cdlib.org/findaid/ark:/13030/kt309nf1qr	Washington (Harold George) collection
http://www.oac.cdlib.org/findaid/ark:/13030/c8n29xhd	"Washington, James Melvin: Papers"
http://www.oac.cdlib.org/findaid/ark:/13030/c8736rkq	Wass &amp; Chard drawing of the Mrs. Mary R. Dennison house
http://www.oac.cdlib.org/findaid/ark:/13030/c8s46skf	Wasserburg (Gerald J.) papers
http://www.oac.cdlib.org/findaid/ark:/13030/kt6x0nf3kg	Wassiltschikow (Lydia) typescript
http://www.oac.cdlib.org/findaid/ark:/13030/tf7j49n8mn	Water Resources Control Board Records
http://www.oac.cdlib.org/findaid/ark:/13030/tf167nb4rq	"Water Supply Methods in California Missions, 1945 - Views Related to"
http://www.oac.cdlib.org/findaid/ark:/13030/c83b61gv	Watercolor Sketches of Nazca Design
http://www.oac.cdlib.org/findaid/ark:/13030/tf6t1nb1zv	Watercolors of birds on the Pacific slope
http://www.oac.cdlib.org/findaid/ark:/13030/kt809nd1td	Waterhouse (Clark B.) Photograph Collection
http://www.oac.cdlib.org/findaid/ark:/13030/tf067n9785	Waterhouse (Ellis Kirkham) notebooks and research files
http://www.oac.cdlib.org/findaid/ark:/13030/kt500041jg	Waterhouse Family
http://www.oac.cdlib.org/findaid/ark:/13030/tf0m3n9804	Waterman Family Papers
http://www.oac.cdlib.org/findaid/ark:/13030/tf9r29p4p4	Waterman (R. W.) - California Views ca. 1865-1900
http://www.oac.cdlib.org/findaid/ark:/13030/kt8v19s3pp	Waterman (R. W.) papers
http://www.oac.cdlib.org/findaid/ark:/13030/kt6x0nf5gw	Waterman (Wilhelm Hallet) Photograph Album
http://www.oac.cdlib.org/findaid/ark:/13030/c80k2b7d	Waters (Chuck) Papers
http://www.oac.cdlib.org/findaid/ark:/13030/c8dr2wt3	"Waters (Frank), Book of the Hopi Manuscript"
http://www.oac.cdlib.org/findaid/ark:/13030/kt700038g0	Waters' Nickel Series Photographs of Stanford University
http://www.oac.cdlib.org/findaid/ark:/13030/c8w37xh5	Waters (Norman) Papers
http://www.oac.cdlib.org/findaid/ark:/13030/tf5b69p3h6	"Waters (R. J. and Co.) Views of Donner Lake, California, ca. 1915"
http://www.oac.cdlib.org/findaid/ark:/13030/kt1489n4q4	Watkins (Carleton) collection of photographs
http://www.oac.cdlib.org/findaid/ark:/13030/c8r78g11	"Watkins (Carleton E.) (1829-1916) Collection, ca. 1880"
http://www.oac.cdlib.org/findaid/ark:/13030/tf5z09n83w	Watkins (Carleton E.) Arizona photographs
http://www.oac.cdlib.org/findaid/ark:/13030/tf2x0nb5r3	"Watkins (Carleton E.) Collection of Photographs, ca. 1874-1890"
http://www.oac.cdlib.org/findaid/ark:/13030/tf5q2nb80s	"Watkins (Carleton E.), Franciscan Missions of California by"
http://www.oac.cdlib.org/findaid/ark:/13030/tf8p3009b2	"Watkins (Carleton E.) Hearst Mining Collection of Views, 1871-1876"
http://www.oac.cdlib.org/findaid/ark:/13030/tf6r29p4m5	"Watkins (Carleton E.), Logging Operations in Little River, California Photographs, ca. 1870"
http://www.oac.cdlib.org/findaid/ark:/13030/tf6b69n89c	Watkins (Carleton E.) Mammoth Plate Landscape Photographs from the George Davidson Collection
http://www.oac.cdlib.org/findaid/ark:/13030/tf82900695	Watkins (Carleton E.) Mammoth Plate Photographs of Yosemite Valley
http://www.oac.cdlib.org/findaid/ark:/13030/hb5580068c	Watkins (Carleton E.) Mammoth Plate Views in California and Oregon
http://www.oac.cdlib.org/findaid/ark:/13030/tf496nb60w	"Watkins (Carleton E.), Mendocino Coast, 1863"
http://www.oac.cdlib.org/findaid/ark:/13030/hb687006v4	Watkins (Carleton E.) Miscellaneous Mammoth Plate Photographs
http://www.oac.cdlib.org/findaid/ark:/13030/tf458008b2	"Watkins (Carleton E.) Photographic Views of El Verano and Vicinity, Sonoma Valley, California"
http://www.oac.cdlib.org/findaid/ark:/13030/hb9n39p2s2	"Watkins (Carleton E.) Photographic Views of the Golden Gate Mining Claim [and the Golden Feather Mining Claim] Situated on Feather River, Butte County, Cal."
http://www.oac.cdlib.org/findaid/ark:/13030/hb6489p0j8	Watkins (Carleton E.) Photographs of California Scenes: A Mammoth Plate Miscellany
http://www.oac.cdlib.org/findaid/ark:/13030/tf3r29p0j8	"Watkins (Carleton E.), Photographs of the Mariposa Estate and Environs"
http://www.oac.cdlib.org/findaid/ark:/13030/hb6m3nb3nv	"Watkins (Carleton E.) Photographs of Yosemite: with Additional Views of Mt. Shasta, Calif. and Cape Horn, Columbia River, Oregon"
http://www.oac.cdlib.org/findaid/ark:/13030/tf32900882	"Watkins (Carleton E.) San Francisco Photographs, ca. 1872- ca. 1879"
http://www.oac.cdlib.org/findaid/ark:/13030/tf4p300915	Watkins (Carleton E.) Scenic California
http://www.oac.cdlib.org/findaid/ark:/13030/hb8f59p1d8	Watkins (Carleton E.) Selected Mammoth Plate Photographic Prints from the Keith McHenry Pond Collection
http://www.oac.cdlib.org/findaid/ark:/13030/tf5n39p1xd	"Watkins (Carleton E.) Stereo Views of the West, ca. 1865-ca. 1880"
http://www.oac.cdlib.org/findaid/ark:/13030/tf68701128	Watkins (Carleton E.) Stereographic Views from the Eugene Compton Collection
http://www.oac.cdlib.org/findaid/ark:/13030/tf3c60095z	Watkins (Carleton E.) Sun Sketches of San Mateo
